4.mp3,"funny, delight",
24.mp3,"serious, love",
35.mp3,funny,
53.mp3,"love, funny",
56.mp3,REPEAT,
57.mp3,"funny, tense",
60.mp3,"celebration, funny",
61.mp3,REPEAT,
62.mp3,"funny, playful",
63.mp3,funny,
64.mp3,"frustation, funny",
66.mp3,"playful, funny",
68.mp3,"love, serious",
70.mp3,"funny, cheerful",
73.mp3,"love, sad",
74.mp3,REPEAT,
76.mp3,-,
77.mp3,"sad, alarmed",
80.mp3,cheerful,
87.mp3,"playful, funny",
88.mp3,"funny, energetic",
90.mp3,"cheerful, playful",
92.mp3,REPEAT,
97.mp3,playful,
99.mp3,"funny, love, sad",
100.mp3,"funny, playful",
102.mp3,"depressed, funny",
103.mp3,"funny, tense",
104.mp3,"funny, tense",
105.mp3,"love, sad",
106.mp3,funny,
110.mp3,"love, serious",
111.mp3,"funny, energetic",
115.mp3,"playful, funny",
117.mp3,"love, calm",
118.mp3,"calm, serious, happy",
119.mp3,"playful, delight",
121.mp3,"funny, playful",
124.mp3,"love, calm",
125.mp3,"funny, playful",
130.mp3,"calm,- ",
131.mp3,"playful, energetic",
133.mp3,"playful, serious",
136.mp3,REPEAT,
137.mp3,"sad, calm",
139.mp3,"funny, alarmed",
140.mp3,depressed,
147.mp3,-,
150.mp3,"funny, delight",
156.mp3,motivational,
157.mp3,playful,
160.mp3,love,
161.mp3,"love, calm",
163.mp3,"playful, funny",
164.mp3,REPEAT,
165.mp3,-,
166.mp3,"funny, playful",
168.mp3,"calm, love",
169.mp3,"funny, depressed",
172.mp3,"playful, depressed",
174.mp3,"delight, playful",
175.mp3,"love, funny, depressed",
178.mp3,"annoyed, funny, alarmed",
179.mp3,playful,
180.mp3,"energetic, alarmed,-",1022
183.mp3,"funny, energetic",
184.mp3,"funny, cheerful",
186.mp3,"playful, happy",
187.mp3,"energetic, love",
188.mp3,"funny, playful",
189.mp3,energetic,
190.mp3,"celebration, playful",
192.mp3,"sad, love",
193.mp3,"depressed, love",
194.mp3,"funny, delight",
198.mp3,"funny, playful",
199.mp3,"funny, -",
202.mp3,"playful, sad",
206.mp3,"energetic, funny",
207.mp3,-,
208.mp3,love,
209.mp3,"energetic, funny",
211.mp3,"playful, energetic",
212.mp3,REMOVE,
213.mp3,"happy, playful",
218.mp3,"energetic, happy,funny",
219.mp3,"sad, love",
220.mp3,"love, tense, funny",
222.mp3,playful,
223.mp3,playful,
224.mp3,"calm, love",
225.mp3,"calm, love",
227.mp3,"funny, afraid",
228.mp3,"playful, tense",
229.mp3,"energetic, funny",
234.mp3,"love, serious",
242.mp3,"love, happy",
244.mp3,"playful, funny",
246.mp3,energetic,
252.mp3,"funny, sad",
253.mp3,"funny, alarmed",
254.mp3,"funny, happy",
257.mp3,"playful, delight",
258.mp3,"love, serious",
262.mp3,funny,
263.mp3,"love, serious",
267.mp3,"playful, serious",
274.mp3,"energetic, playful",
275.mp3,-,
277.mp3,"delight, playful",
278.mp3,"annoyed, energetic",
279.mp3,"worried, love",
282.mp3,"playful, delight",
283.mp3,delight,
286.mp3,"playful, happy",
289.mp3,"energetic, delight",
290.mp3,"calm, happy",
292.mp3,"fast-track, cheerful",
293.mp3,"delight, funny",
295.mp3,"celebration, -",1345
296.mp3,"delight, funny",
300.mp3,REPEAT,
305.mp3,"cheerful, funny",
307.mp3,REPEAT,
312.mp3,"calm, love",
313.mp3,"energetic, funny",
314.mp3,"funny, playful",
315.mp3,"playful, funny",
316.mp3,"funny, happy",
325.mp3,"funny, playful",
326.mp3,"cheerful, funny",
330.mp3,REPEAT,
332.mp3,"love, energetic",
333.mp3,REmove,
334.mp3,"energetic, playful",
336.mp3,REPEAT,
340.mp3,"cheerful, playful",
341.mp3,"calm, delight",
343.mp3,celebration,
344.mp3,"energetic, playful",
345.mp3,"happy, energetic",
346.mp3,"energetic, playful",
347.mp3,"cheerful, funny, celebration",
348.mp3,"funny, delight",
349.mp3,"energetic, funny",
351.mp3,"funny, delight",
354.mp3,"playful, funny",
355.mp3,"energetic, funny",
356.mp3,"energetic, funny",
357.mp3,"sad, love",
362.mp3,"funny, energetic",
363.mp3,"love, sad",
364.mp3,"annoyed, funny, alarmed",
369.mp3,"funny, delight",
370.mp3,"delight, prayer",
371.mp3,REPEAT,
372.mp3,"calm, delight",
373.mp3,annoyed,
374.mp3,funny,
375.mp3,"funny, delight",
378.mp3,cheerful,
380.mp3,"energetic, playful, funny",
397.mp3,"funny, cheerful",
399.mp3,"love, happy",
400.mp3,REPEAT,
403.mp3,"depressed, calm",
404.mp3,"energetic, happy,funny",
410.mp3,"sad, love",
412.mp3,"playful, energetic",
416.mp3,celebration,
418.mp3,REPEAT,
425.mp3,"funny, delight",
426.mp3,"love, delight",
436.mp3,"cheerful, celebration",
450.mp3,"cheerful, calm",
451.mp3,"funny, cheerful",
452.mp3,"cheerful, energetic, love",
